qid	doc_id	relevance	score
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1224	1	0.9999
A001	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_891	1	0.9989
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1268	1	0.9944
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1275	0	0.1343
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_2647	0	0.0431
A002	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_362	1	0.9270
A002	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_5585	1	0.7409
A002	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_813	1	0.7226
A002	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_928	1	0.6534
A002	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_909	0	0.3107
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_251	1	0.9971
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_27	1	0.9840
A003	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_141	1	0.9823
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_931	1	0.9361
A003	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_33	1	0.6635
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_496	0	0.4078
A004	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_337	0	0.2194
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_385	0	0.0387
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1254	0	0.0295
A004	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_86	0	0.0029
A005	数据结构 (邓俊辉) (Z-Library)_chunk_779	1	0.8322
A005	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1463	1	0.7559
A005	数据结构 (邓俊辉) (Z-Library)_chunk_886	0	0.3044
A005	数据结构 (邓俊辉) (Z-Library)_chunk_884	0	0.2831
A005	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_2313	0	0.1641
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_709	1	0.9987
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_754	1	0.9832
A006	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1945	0	0.3832
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_482	0	0.1546
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_361	0	0.0887
A007	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_793	1	0.9656
A007	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_440	1	0.9226
A007	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_436	1	0.8253
A007	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_849	0	0.3999
A007	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_763	0	0.0280
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_616	1	0.9921
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_583	1	0.9767
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_593	1	0.9372
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_585	1	0.9178
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_586	1	0.7164
A009	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1588	1	0.6131
A009	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_471	0	0.3589
A009	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_85	0	0.2252
A009	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_949	0	0.0870
A009	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_251	0	0.0153
A010	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1238	1	0.9835
A010	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_626	1	0.8204
A010	数据结构 (邓俊辉) (Z-Library)_chunk_192	0	0.0143
A010	Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_519	0	0.0076
A010	数据结构 (邓俊辉) (Z-Library)_chunk_217	0	0.0042
A011	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_733	1	0.9271
A011	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_78	1	0.8767
A011	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_411	0	0.3747
A011	数据结构 (邓俊辉) (Z-Library)_chunk_1123	0	0.0365
A011	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_12	0	0.0274
A012	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_189	0	0.1124
A012	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_420	0	0.0253
A012	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_97	0	0.0239
A012	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_454	0	0.0239
A012	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_436	0	0.0082
A013	数据结构 (邓俊辉) (Z-Library)_chunk_1111	1	0.8947
A013	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_821	1	0.7114
A013	数据结构 (邓俊辉) (Z-Library)_chunk_305	0	0.2281
A013	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1095	0	0.1215
A013	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1096	0	0.0627
A014	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_750	0	0.2599
A014	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_470	0	0.1540
A014	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_730	0	0.1490
A014	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_875	0	0.0919
A014	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_262	0	0.0134
A015	数据结构 (邓俊辉) (Z-Library)_chunk_10	1	0.9398
A015	Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_175	1	0.6296
A015	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_27	0	0.4909
A015	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_760	0	0.2632
A015	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1730	0	0.1631
A016	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_436	1	0.9219
A016	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_793	1	0.8389
A016	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_419	1	0.5046
A016	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_849	0	0.3089
A016	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_287	0	0.1795
A017	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_3142	0	0.4707
A017	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_3141	0	0.3853
A017	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_723	0	0.0964
A017	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_1057	0	0.0140
A017	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_2135	0	0.0072
A018	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1118	1	0.6385
A018	数据结构 (邓俊辉) (Z-Library)_chunk_965	0	0.2225
A018	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1731	0	0.0420
A018	Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_402	0	0.0384
A018	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_178	0	0.0163
A019	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1224	1	0.9418
A019	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_447	0	0.0009
A019	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_810	0	0.0005
A019	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_375	0	0.0001
A019	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_2739	0	0.0000
A020	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_1764	1	0.9972
A020	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_1652	1	0.6333
A020	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_916	0	0.0084
A020	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_921	0	0.0005
A020	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_1688	0	0.0001
A021	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1454	0	0.0331
A021	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1452	0	0.0026
A021	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1453	0	0.0013
A021	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_484	0	0.0012
A021	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_279	0	0.0010
A022	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_2067	1	0.8981
A022	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_2068	1	0.8551
A022	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1048	1	0.7957
A022	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1906	1	0.7305
A022	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_2024	0	0.2233
A023	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1238	0	0.0417
A023	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_454	0	0.0119
A023	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_513	0	0.0106
A023	数据结构 (邓俊辉) (Z-Library)_chunk_1325	0	0.0094
A023	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_2346	0	0.0014
A024	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_764	1	0.9968
A024	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_254	1	0.9866
A024	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_812	1	0.9827
A024	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_813	1	0.7619
A024	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1139	0	0.0031
A025	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_451	1	0.5138
A025	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_2379	0	0.1580
A025	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_206	0	0.0163
A025	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_690	0	0.0059
A025	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_691	0	0.0002
A026	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_286	1	0.6370
A026	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_747	0	0.3314
A026	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_3132	0	0.0921
A026	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1638	0	0.0244
A026	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_1498	0	0.0047
A027	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_2258	1	0.9928
A027	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_529	1	0.9876
