qid	doc_id	relevance	score
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_415	1	0.9999
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_430	1	0.9924
A001	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_309	1	0.9343
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_426	0	0.3181
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_914	0	0.1207
A002	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_129	1	0.9270
A002	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_414	1	0.7226
A002	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_478	0	0.4272
A002	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_429	0	0.3846
A002	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_280	0	0.1002
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_87	1	0.9958
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_9	1	0.9220
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_323	1	0.9184
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_11	1	0.9151
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_26	1	0.8552
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_160	0	0.4438
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_165	0	0.2954
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_103	0	0.2409
A004	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_25	0	0.0696
A004	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_28	0	0.0237
A005	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_441	1	0.9517
A005	数据结构 (邓俊辉) (Z-Library)_chunk_296	1	0.8272
A005	数据结构 (邓俊辉) (Z-Library)_chunk_297	1	0.6276
A005	数据结构 (邓俊辉) (Z-Library)_chunk_305	0	0.4997
A005	数据结构 (邓俊辉) (Z-Library)_chunk_301	0	0.1156
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_268	1	0.9979
A006	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_588	0	0.3205
A006	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_587	0	0.2931
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_167	0	0.0993
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_165	0	0.0008
A007	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_502	1	0.9333
A007	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_150	1	0.8411
A007	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_280	0	0.2653
A007	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_432	0	0.1716
A007	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_438	0	0.1513
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_210	1	0.9942
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_212	1	0.9935
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_199	1	0.9615
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_202	1	0.9479
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_203	1	0.9311
A009	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_183	1	0.6343
A009	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_138	1	0.5376
A009	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_237	0	0.4677
A009	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_913	0	0.2264
A009	数据结构 (邓俊辉) (Z-Library)_chunk_28	0	0.0567
A010	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_185	0	0.0220
A010	数据结构 (邓俊辉) (Z-Library)_chunk_68	0	0.0100
A010	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_145	0	0.0061
A010	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_335	0	0.0046
A010	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_56	0	0.0014
A011	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_302	1	0.9271
A011	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_41	1	0.8380
A011	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_214	0	0.3747
A011	数据结构 (邓俊辉) (Z-Library)_chunk_226	0	0.0376
A011	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_4	0	0.0183
A012	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_416	0	0.4460
A012	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_144	0	0.0635
A012	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_417	0	0.0445
A012	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_99	0	0.0082
A012	Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_108	0	0.0006
A013	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_312	1	0.9086
A013	数据结构 (邓俊辉) (Z-Library)_chunk_371	1	0.8532
A013	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_314	0	0.4627
A013	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_334	0	0.1317
A013	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_965	0	0.0214
A014	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_257	1	0.8641
A014	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_146	0	0.1805
A014	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_255	0	0.1455
A014	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_267	0	0.0782
A014	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_93	0	0.0123
A015	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_185	1	0.8133
A015	Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_64	1	0.6296
A015	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_9	0	0.4909
