qid	doc_id	relevance	score
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_495	1	0.9999
A001	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_362	1	0.9988
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_512	1	0.9924
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_503	1	0.7195
A001	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_508	0	0.3181
A002	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_149	1	0.9270
A002	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_346	1	0.8264
A002	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_443	1	0.7226
A002	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_510	0	0.4272
A002	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_459	0	0.3846
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_11	1	0.9768
A003	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_13	1	0.9742
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_12	1	0.9128
A003	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_30	1	0.8552
A003	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_27	0	0.3219
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_198	0	0.4564
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_187	0	0.4438
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_780	0	0.3394
A004	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_35	0	0.0240
A004	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_120	0	0.0147
A005	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_546	1	0.9517
A005	数据结构 (邓俊辉) (Z-Library)_chunk_350	1	0.7477
A005	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_554	1	0.6833
A005	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_551	0	0.2375
A005	数据结构 (邓俊辉) (Z-Library)_chunk_355	0	0.2273
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_313	1	0.9979
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_332	1	0.9897
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_161	0	0.1463
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_180	0	0.1322
A006	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_195	0	0.0993
A007	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_331	1	0.9563
A007	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_174	1	0.8411
A007	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_176	0	0.4908
A007	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_340	0	0.2653
A007	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_468	0	0.1513
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_247	1	0.9942
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_233	1	0.9615
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_236	1	0.9479
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_237	1	0.9311
A008	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_268	1	0.7928
A009	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_16	1	0.6618
A009	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_213	1	0.6343
A009	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_279	0	0.4677
A009	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_13	0	0.2728
A009	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1787	0	0.1935
A010	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_501	1	0.9830
A010	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_335	0	0.0337
A010	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_216	0	0.0220
A010	数据结构 (邓俊辉) (Z-Library)_chunk_83	0	0.0100
A010	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_64	0	0.0014
A011	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_333	1	0.9271
A011	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_437	1	0.8903
A011	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_44	1	0.8380
A011	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_225	0	0.3747
A011	数据结构 (邓俊辉) (Z-Library)_chunk_264	0	0.0376
A012	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_118	1	0.9909
